Species	tax_id	organism_name	Genus	Family	Order	Class	Phylum	Kingdom	Domain	pathogen_status	sum	SAMPLE_1	SAMPLE_10	SAMPLE_11	SAMPLE_12	SAMPLE_13	SAMPLE_14	SAMPLE_15	SAMPLE_16	SAMPLE_17	SAMPLE_18	SAMPLE_19	SAMPLE_2	SAMPLE_20	SAMPLE_21	SAMPLE_22	SAMPLE_23	SAMPLE_24	SAMPLE_25	SAMPLE_26	SAMPLE_27	SAMPLE_28	SAMPLE_29	SAMPLE_3	SAMPLE_30	SAMPLE_31	SAMPLE_32	SAMPLE_33	SAMPLE_34	SAMPLE_35	SAMPLE_4	SAMPLE_5	SAMPLE_6	SAMPLE_7	SAMPLE_8	SAMPLE_9
Hyphomicrobium sp. DY-1	3075650	Hyphomicrobium sp. DY-1	Hyphomicrobium	Hyphomicrobiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.00017065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hyphomicrobium sp. ghe19	2682968	Hyphomicrobium sp. ghe19	Hyphomicrobium	Hyphomicrobiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000101482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000101482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella aerogenes	548	Klebsiella aerogenes	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.00169443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00169443	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella sp. A52	2834819	Klebsiella sp. A52	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000144363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000144363	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella variicola	244366	Klebsiella variicola	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	6.43067E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.43E-05	0	0	0	0	0	0	0	0	0	0	0	0
Kluyvera ascorbata	51288	Kluyvera ascorbata	Kluyvera	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	7.15308E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.15E-05	0	0	0	0	0	0	0	0	0	0	0	0
Kluyvera cryocrescens	580	Kluyvera cryocrescens	Kluyvera	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	pathogen	0.016579389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014295548	0	0	0	0	0	0	0	0.000166561	0.001948983	0.000168297	0	0
Kluyvera intermedia	61648	Kluyvera intermedia	Kluyvera	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	pathogen	0.01833119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.43E-05	0	0	0.000286541	0	0.000325482	0.017684887	0	0	0	0	0	0
Lacipirellula parvula	2650471	Lacipirellula parvula	Lacipirellula	Lacipirellulaceae	Pirellulales	Planctomycetia	Planctomycetota	Pseudomonadati	Bacteria	NA	0.00019866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lacticaseibacillus paracasei	1597	Lacticaseibacillus paracasei	Lacticaseibacillus	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	0.012511854	0.001079199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.011432655	0	0	0	0	0	0
Lactococcus cremoris	1359	Lactococcus cremoris	Lactococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	0.019340975	0	0.000186209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.019154765	0	0	0	0	0	0	0	0	0	0
Lawsonia intracellularis	29546	Lawsonia intracellularis	Lawsonia	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	NA	0.000409997	0	0	0.000100886	0.000309111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leclercia sp. 119287	2681308	Leclercia sp. 119287	Leclercia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	6.02879E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.03E-05	0	0	0	0	0	0	0	0	0	0	0	0
Lelliottia amnigena	61646	Lelliottia amnigena	Lelliottia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	pathogen	0.00083002	0	0	0	0	0	0.000295757	0	0	0	0	0	0	0	0	0	0	0	0.000311758	0	0	0	0	0	0	0	0	0	0.000222504	0	0	0	0	0	0	0
Lewinella sp. LCG006	3231911	Lewinella sp. LCG006	Lewinella	Lewinellaceae	Saprospirales	Saprospiria	Bacteroidota	Pseudomonadati	Bacteria	NA	0.000291341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000291341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limnoglobus roseus	2598579	Limnoglobus roseus	Limnoglobus	Gemmataceae	Gemmatales	Planctomycetia	Planctomycetota	Pseudomonadati	Bacteria	NA	0.000143843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000143843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Limnohabitans sp. DCL3	3374103	Limnohabitans sp. DCL3	Limnohabitans	Comamonadaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.037783964	0	0	0	0	0.000190588	0	0	0	0	0	0	0	0	0	8.40E-05	0.037198259	0	0	0	0	0	0.000311095	0	0	0	0	0	0	0	0	0	0	0	0	0
Luteolibacter ambystomatis	2824561	Luteolibacter ambystomatis	Luteolibacter	Verrucomicrobiaceae	Verrucomicrobiales	Verrucomicrobiia	Verrucomicrobiota	Pseudomonadati	Bacteria	NA	0.000154525	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000104112	5.04E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Luteolibacter sp. AS25	3135776	Luteolibacter sp. AS25	Luteolibacter	Verrucomicrobiaceae	Verrucomicrobiales	Verrucomicrobiia	Verrucomicrobiota	Pseudomonadati	Bacteria	NA	7.38916E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	7.39E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Malacoplasma iowae	2116	Malacoplasma iowae	Malacoplasma	Mycoplasmoidaceae	Mycoplasmoidales	NA	Mycoplasmatota	Bacillati	Bacteria	NA	0.000145521	0	0	0	0	0	4.86E-05	0	0	0	0	0	0	0	5.19E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.50E-05
Malacoplasma muris	2119	Malacoplasma muris	Malacoplasma	Mycoplasmoidaceae	Mycoplasmoidales	NA	Mycoplasmatota	Bacillati	Bacteria	NA	16.89346842	0.28181027	0.980230197	0.00076104	0.103324349	0.870636488	0.717149874	0.354332036	0.988404574	0.68159806	0.654043846	0.13981198	0.003053533	0.314121073	0.939691818	0.98347715	0.893153937	0.086353273	0.661121742	0.22556872	0.000374733	0.000617037	0.376854276	0.002618864	0.040696202	0.85926403	0.283549672	0.92357245	0.966457498	0.022061451	0.994571208	0.007987699	0.004682463	0.887723274	0.85432884	0.789464759
Malacoplasma penetrans	272633	Malacoplasma penetrans HF-2	Malacoplasma	Mycoplasmoidaceae	Mycoplasmoidales	NA	Mycoplasmatota	Bacillati	Bacteria	NA	0.000639805	0	0	3.13E-05	0	0	0.000455467	0	0	0	0	3.65E-05	0	0	0	0	0	0	0	0	0	0	0	0	5.77E-05	5.88E-05	0	0	0	0	0	0	0	0	0	0
Marispirochaeta aestuarii	1963862	Marispirochaeta aestuarii	Marispirochaeta	Spirochaetaceae	Spirochaetales	Spirochaetia	Spirochaetota	Pseudomonadati	Bacteria	NA	0.00106012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00106012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Massilia varians	457921	Massilia varians	Massilia	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000134521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000134521	0	0
Mesomycoplasma hyorhinis	2100	Mesomycoplasma hyorhinis	Mesomycoplasma	Metamycoplasmataceae	Mycoplasmoidales	NA	Mycoplasmatota	Bacillati	Bacteria	NA	0.000155397	0	0	0	0	0	0	0	0	0	0	0.000155397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesomycoplasma lagogenitalium	171286	Mesomycoplasma lagogenitalium	Mesomycoplasma	Metamycoplasmataceae	Mycoplasmoidales	NA	Mycoplasmatota	Bacillati	Bacteria	NA	0.000314522	0	0	0	0	0	0	0	0	0	0	0.000314522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesomycoplasma moatsii	171287	Mesomycoplasma moatsii	Mesomycoplasma	Metamycoplasmataceae	Mycoplasmoidales	NA	Mycoplasmatota	Bacillati	Bacteria	NA	0.538467	0	0	0	0	0	0	0	0	0	0	0.525270352	0	0	0	0	0	0	0	0	0	0	0	0	0.013196648	0	0	0	0	0	0	0	0	0	0	0
Mesomycoplasma molare	171288	Mesomycoplasma molare	Mesomycoplasma	Metamycoplasmataceae	Mycoplasmoidales	NA	Mycoplasmatota	Bacillati	Bacteria	NA	7.757E-05	0	0	0	0	0	0	0	0	0	0	7.76E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesorhizobium loti	935548	Mesorhizobium loti R88b	Mesorhizobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000140218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000140218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesorhizobium sp.	1871066	Mesorhizobium sp.	Mesorhizobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000217795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000217795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesorhizobium sp. 8	2584466	Mesorhizobium sp. 8	Mesorhizobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000369124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000369124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mesorhizobium sp. ANAO-SY3R2	3166644	Mesorhizobium sp. ANAO-SY3R2	Mesorhizobium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000662782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000662782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metabacillus elymi	2745198	Metabacillus elymi	Metabacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	8.51402E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Metamycoplasma sualvi	2125	Metamycoplasma sualvi	Metamycoplasma	Metamycoplasmataceae	Mycoplasmoidales	NA	Mycoplasmatota	Bacillati	Bacteria	NA	0.285915384	0	0	0	0	0	0	0	0	0	0	0.283680279	0	0	0	0	0	0	0	0	0	0	0	0	0.002235105	0	0	0	0	0	0	0	0	0	0	0
Methylobacter sp. G7	3230117	Methylobacter sp. G7	Methylobacter	Methylococcaceae	Methylococcales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	9.73031E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.73E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylocystis parvus	134	Methylocystis parvus	Methylocystis	Methylocystaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000747496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000747496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylocystis sp. SC2	187303	Methylocystis sp. SC2	Methylocystis	Methylocystaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	4.0543E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylosinus sp. C49	2699395	Methylosinus sp. C49	Methylosinus	Methylocystaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000343224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000343224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylosinus sporium	428	Methylosinus sporium	Methylosinus	Methylocystaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.006052913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006052913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Methylotenera versatilis	666681	Methylotenera versatilis 301	Methylotenera	Methylophilaceae	Nitrosomonadales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	5.23382E-05	0	0	0	5.23E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium aurum	36805	Microbacterium aurum	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	NA	8.08538E-05	0	0	0	0	0	0	0	0	0	8.09E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microbacterium laevaniformans	36807	Microbacterium laevaniformans	Microbacterium	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	NA	0.000791452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000791452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Microvirga ossetica	1882682	Microvirga ossetica	Microvirga	Methylobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000238714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000238714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Miltoncostaea oceani	2843216	Miltoncostaea oceani	Miltoncostaea	Miltoncostaeaceae	Miltoncostaeales	Thermoleophilia	Actinomycetota	Bacillati	Bacteria	NA	0.000562298	0.000452567	0	0	0	0	0	0	0	0	0.00010973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mucilaginibacter sp. X5P1	2723088	Mucilaginibacter sp. X5P1	Mucilaginibacter	Sphingobacteriaceae	Sphingobacteriales	Sphingobacteriia	Bacteroidota	Pseudomonadati	Bacteria	NA	3.28014E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.28E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoavidus cysteinexigens	1553431	Mycoavidus cysteinexigens	Mycoavidus	Burkholderiaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.001248726	0.000836373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000412353	0	0
Mycolicibacterium celeriflavum	1249101	Mycolicibacterium celeriflavum	Mycolicibacterium	Mycobacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	NA	5.67601E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.68E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mycoplasma iguanae	292461	Mycoplasma iguanae	Mycoplasma	Mycoplasmataceae	Mycoplasmatales	Mollicutes	Mycoplasmatota	Bacillati	Bacteria	NA	0.00028575	0	0	0	0	0	0	0	0	0	0	0.000260762	0	0	0	0	0	0	0	0	0	0	0	0	2.50E-05	0	0	0	0	0	0	0	0	0	0	0
Neisseria subflava	28449	Neisseria subflava	Neisseria	Neisseriaceae	Neisseriales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000172718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000172718	0	0	0	0	0	0	0	0	0	0
Neobacillus drentensis	220684	Neobacillus drentensis	Neobacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	2.85703E-05	0	0	0	0	0	2.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neobacillus sp. D3-1R	3445778	Neobacillus sp. D3-1R	Neobacillus	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	0.000244582	0	0	0	0	0.000134053	0.000110528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neotabrizicola shimadae	2807096	Neotabrizicola shimadae	Neotabrizicola	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000126348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000126348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Niallia circulans	1397	Niallia circulans	Niallia	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	0.001370674	0	0	0	0	0	0	0.001370674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Niallia oryzisoli	1737571	Niallia oryzisoli	Niallia	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	0.000255731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000180655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.51E-05	0
Niallia sp. Krafla_26	3064703	Niallia sp. Krafla_26	Niallia	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	0.008651533	0	0	0	0	0	0.000650605	0.006051385	0	0	7.28E-05	0	0	0	0	0	0	0	0.000173932	0.000124625	0	0	0	0	0	0	0	0	7.05E-05	0	0	0	0.001286233	0	9.47E-05	0.000126723
Niallia sp. Man26	2912824	Niallia sp. Man26	Niallia	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	0.004276982	0.00057869	0	0	0	0	0	0.003698292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Niallia tiangongensis	3237105	Niallia tiangongensis	Niallia	Bacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	0.004201634	0.00220634	0	0	0	0	0	0.001995293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitratidesulfovibrio liaohensis	2604158	Nitratidesulfovibrio liaohensis	Nitratidesulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	NA	0.000102849	0	0	0	0	0	0.000102849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nitratidesulfovibrio vulgaris	573059	Nitratidesulfovibrio vulgaris RCH1	Nitratidesulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	NA	0.008658508	0	0	0.000799623	0.004050786	6.91E-05	7.68E-05	0.000343071	0	9.67E-05	0	0	0	0	0.000286894	0.000224041	0	0	4.29E-05	0	0	0	0.001675055	4.71E-05	0	0	0	0	0	0	0	0	0	0.000299201	0	0.000647243
Nitrosomonas sp. sh817	3070658	Nitrosomonas sp. sh817	Nitrosomonas	Nitrosomonadaceae	Nitrosomonadales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000376286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000376286	0	0
Nitrosospira multiformis	323848	Nitrosospira multiformis ATCC 25196	Nitrosospira	Nitrosomonadaceae	Nitrosomonadales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	7.92818E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.93E-05	0	0	0
Niveibacterium sp. SC-1	3135646	Niveibacterium sp. SC-1	Niveibacterium	Rhodocyclaceae	Rhodocyclales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.004795836	0.0038635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000149419	0.00010613	0	0	0	0	0	0	0	0	0	0	0	0.000676787	0	0
Nocardia salmonicida	53431	Nocardia salmonicida	Nocardia	Nocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	NA	0.000109466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000109466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardioides sp. InS609-2	2760705	Nocardioides sp. InS609-2	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	NA	8.10859E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.11E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardioides sp. N13(2025)	3453405	Nocardioides sp. N13(2025)	Nocardioides	Nocardioidaceae	Propionibacteriales	Actinomycetes	Actinomycetota	Bacillati	Bacteria	NA	0.000105412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000105412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Novosphingobium sp. BL-8H	3127640	Novosphingobium sp. BL-8H	Novosphingobium	Sphingomonadaceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	7.41458E-05	0	0	0	7.41E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Obesumbacterium proteus	82983	Obesumbacterium proteus	Obesumbacterium	Hafniaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	pathogen	0.006832029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006741385	0	0	0	9.06E-05	0	0	0	0	0	0	0
Oleidesulfovibrio alaskensis	207559	Oleidesulfovibrio alaskensis G20	Oleidesulfovibrio	Desulfovibrionaceae	Desulfovibrionales	Desulfovibrionia	Thermodesulfobacteriota	Pseudomonadati	Bacteria	NA	0.002562176	0	0	0.001245392	0.000455276	0.000113598	0.00035372	0	0	0	0	0	0	0	0	0	0	0	8.97E-05	0	0	0	0.00018177	0	0	0	0	0	0	0	0	0	0	0	0	0.000122735
Orrella daihaiensis	2782176	Orrella daihaiensis	Orrella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000283495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000121614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000161881	0	0
Orrella marina	2163011	Orrella marina	Orrella	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000434981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000434981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Owariibacterium komagatae	3136601	Owariibacterium komagatae	Owariibacterium	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota	Bacillati	Bacteria	NA	0.000525038	0	0	0.000383967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.20E-05	0	6.06E-05	0	0	0	0	0	0	0	4.85E-05	0	0	0	0
Oxalobacter vibrioformis	933080	Oxalobacter vibrioformis	Oxalobacter	Oxalobacteraceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000348024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000348024	0	0
Paenalcaligenes faecalis	2980099	Paenalcaligenes faecalis	Paenalcaligenes	Alcaligenaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota	Pseudomonadati	Bacteria	NA	0.000516362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000516362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus andongensis	2975482	Paenibacillus andongensis	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	0.00019866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paenibacillus polymyxa	1406	Paenibacillus polymyxa	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Bacillota	Bacillati	Bacteria	NA	5.83958E-05	0	0	5.84E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paludihabitans sp. MB14-C6	3070656	Paludihabitans sp. MB14-C6	Paludihabitans	Oscillospiraceae	Eubacteriales	Clostridia	Bacillota	Bacillati	Bacteria	NA	4.55905427	0.004908616	0	0.561272968	0.575310322	0.001238822	0.000320066	0	0	0	0	0	0.939753482	0	0	0.000277271	0	0.003712952	0.004994892	0.000575296	0.000249032	0.47952681	0.034381562	0.352656384	0.671738025	0.114874602	0	0	0.00021013	0	0.000190941	0.787875559	0	0.024986536	0	0
